id_text,lemma
P365776,x[NA]NA x[NA]NA x[NA]NA aššatu[wife]N sinništu[woman]N šukkallu[(a-court-official)]N x[NA]NA aššatu[wife]N sinništu[woman]N šukkallu[(a-court-official)]N {d}x[NA]NA šukkallu[(a-court-official)]N {d}x[NA]NA Amaʾarazu[1]DN Amaraheʾea[1]DN MIN[NA]NA mārtu[daughter]N Sin[1]DN Ninkugnuna[1]DN Nimintaba[1]DN Niŋgaba[1]DN Illabundu[1]DN 4(DIŠ)[NA]NA DINGIR.GUB.BA[NA]NA Sin[1]DN Šag₄.AN.ba[1]DN Urimgirizal[1]DN AmarSuen[1]DN Nannabalaŋmah[1]DN Udmenana[1]DN Udgirizalana[1]DN Udezidana[1]DN Anahiliba[1]DN 8(DIŠ)[NA]NA mumtalku[deliberate-one]N Sin[1]DN Nannabalaŋanki[1]DN x[NA]NA KIŠIB.LA₂[NA]NA x[NA]NA Nindagalzu[1]DN Nindamahdi[1]DN MIN[NA]NA mumtalku[deliberate-one]N Ningal[1]DN x[NA]NA MIN[NA]NA mumtalku[deliberate-one]N Ningublaga[1]DN x[NA]NA x-x[NA]NA Nin-MAR-KI[1]DN x[NA]NA DIŠ[NA]NA mumtalku[deliberate-one]N Nin-MAR-KI[1]DN x[NA]NA Sin[1]DN x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA 9(DIŠ)[NA]NA x-x[NA]NA Gayau[1]DN utulgallu[chief-herdsman]N Sin[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Aya[1]DN Aya[1]DN māru[son]N Šamaš[1]DN māru[son]N Šamaš[1]DN x[NA]NA aššatu[wife]N sinništu[woman]N Lahar[1]DN Lahar[1]DN Lahar[1]DN Lahar[1]DN Adad[1]DN Adad[1]DN Adad[1]DN Adad[1]DN Adad[1]DN Adad[1]DN Adad[1]DN Adad[1]DN Adad[1]DN Adad[1]DN Adad[1]DN Adad[1]DN Adad[1]DN Adad[1]DN Adad[1]DN Adad[1]DN x[NA]NA Adad[1]DN x[NA]NA Adad[1]DN x[NA]NA Adad[1]DN x[NA]NA Adad[1]DN x[NA]NA Adad[1]DN x[NA]NA Adad[1]DN x[NA]NA Adad[1]DN x[NA]NA Adad[1]DN x[NA]NA aššatu[wife]N sinništu[woman]N x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P365777,x[NA]NA x[NA]NA x[NA]NA x[NA]NA Nimintaba[1]DN Niŋgaba[1]DN Illabundu[1]DN 4(DIŠ)[NA]NA x[NA]NA Šag₄.AN.ba[1]DN Urimgirizal[1]DN AmarSuen[1]DN Nannabalaŋmah[1]DN Udmenana[1]DN Udgirizalana[1]DN Udezidana[1]DN Anahiliba[1]DN 8[NA]NA mumtalku[deliberate-one]N x[NA]NA Nannabalaŋanki[1]DN x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA Adad[1]DN aššatu[wife]N sinništu[woman]N aššatu[wife]N sinništu[woman]N aššatu[wife]N sinništu[woman]N aššatu[wife]N sinništu[woman]N aššatu[wife]N sinništu[woman]N aššatu[wife]N sinništu[woman]N aššatu[wife]N sinništu[woman]N Mišaru[1]DN māru[son]N Adad[1]DN Išartu[1]DN x[NA]NA Uṣur-awassu[1]DN x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P365778,aššatu[wife]N sinništu[woman]N x[NA]NA x-GAL[NA]NA x-KE₄[NA]NA x-x[NA]NA x-x[NA]NA x-x[NA]NA x[NA]NA Lugalenuna[1]DN LugalEana[1]DN Lugalsapar[1]DN Lugalkugnuna[1]DN Lugalkigula[1]DN LugalAnepada[1]DN Lugalmedu[1]DN Lugalmešudu[1]DN Lugalmeurur[1]DN Lugalmelama[1]DN Lugal-KA-dudu[1]DN Lugalšude[1]DN Lugalkisura[1]DN Lugalkisuna[1]DN Lugalkisaʾa[1]DN Lugaladuga[1]DN Lugaladabdabe[1]DN x[NA]NA x[NA]NA {d}LUGAL.IMIN.GI[NA]NA NIN-iribara[1]DN Ninkisura[1]DN Hulnuzu[1]DN Hulnisag[1]DN EN.BI₃.BI₃[NA]NA Nin-NE-RA[1]DN Erra[1]DN x[NA]NA Enkibir[1]DN x[NA]NA Muhra[1]DN Muhra[1]DN Kušu[1]DN Umu[1]DN Um-il-ali[1]DN Uʾugkataba[1]DN Uʾugkadua[1]DN kattillu[(a-predatory-animal)]N kattillu[(a-predatory-animal)]N kattillu[(a-predatory-animal)]N ilu[god]N lemnu[evil]AJ ilu[god]N lemnu[evil]AJ ilu[god]N lemnu[evil]AJ ilu[god]N lemnu[evil]AJ Erra-Babba[1]DN Muštabbabbu[1]DN Muštabbabbu[1]DN umbisaggu[the-sign-UMBISAG]N Halmu[1]DN x[NA]NA Gallu[1]DN Gallu[1]DN utukku[(an-evil-demon)]N šēdu[protective-spirit]N rābiṣu[(an-official)]N x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA Martu[1]DN Martu[1]DN Martu[1]DN Martu[1]DN Martu[1]DN Urbatu[1]DN aššatu[wife]N sinništu[woman]N Martu[1]DN Martu[1]DN
P365779,x-x[NA]NA x-x-RI[NA]NA x[NA]NA Lugaligihuš[1]ON x[NA]NA x[NA]NA Lugal-KA-dudu[1]DN Lugalšude[1]DN Lugalkisura[1]DN Lugalkisuna[1]DN Lugalkisaʾa[1]DN Lugaladuga[1]DN Lugaladabdabe[1]DN x[NA]NA x[NA]NA Lugalimingu[1]DN NIN-iribara[1]DN x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA Uʾugdiŋiriri[1]DN Uʾugkataba[1]DN Uʾugkadua[1]DN kattillu[(a-predatory-animal)]N kattillu[(a-predatory-animal)]N kattillu[(a-predatory-animal)]N x[NA]NA
P365780,x-x[NA]NA x-x[NA]NA x-tum[NA]NA x-ti[NA]NA x-tum[NA]NA x-x-ki[NA]NA x-x[NA]NA x[NA]NA x[NA]NA Ibnasasa[1]DN Dahšešreš[1]DN {d}ru-uš-pa-ki-am₂-pu-uš[NA]NA Nahunte[1]DN Igištum[1]DN Elam[1]GN ahātu[sister]N mummidu[(meaning-unknown)]N An[1]DN Enlil[1]DN Ea[1]DN Sin[1]DN Šamaš[1]DN Adad[1]DN Ninurta[1]DN {d}x[NA]NA
P365783,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA rēʾû[shepherd]N x[NA]NA x[NA]NA {d}x[NA]NA
P365784,{d}x[NA]NA {d}x[NA]NA Damu[1]DN An[1]DN Ninŋešzida[1]DN An[1]DN Ninŋešzida[1]DN Ninŋešzida[1]DN Ninŋešzida[1]DN Ninŋešzida[1]DN Ninŋešzida[1]DN Ninŋešzida[1]DN Ninŋešzida[1]DN Ninŋešzida[1]DN Ninŋešzida[1]DN Ninŋešzida[1]DN napharu[total]N x[NA]NA x[NA]NA x[NA]NA Sin[1]DN An[1]DN Enlil[1]DN x[NA]NA x[NA]NA {d}x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P365785,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P365787,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P365788,Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Šelašu[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN Sin[1]DN
P365789,x-ki[NA]NA x-ki[NA]NA Lugaldukuga[1]DN Lugaldukuga[1]DN Nindukuga[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA Ningal[1]DN Ningal[1]DN Ningal[1]DN Ningal[1]DN Ningal[1]DN {d}NIG₂-x[NA]NA {d}NIG₂-x[NA]NA {d}NIG₂-x[NA]NA {d}NIG₂-x[NA]NA {d}NIG₂-x[NA]NA {d}NIG₂-x[NA]NA {d}NIG₂-x[NA]NA {d}NIG₂-x[NA]NA {d}NIG₂-x[NA]NA {d}NIG₂-x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P365791,Marduk[1]DN Marduk[1]DN Marduk[1]DN Marduk[1]DN Marduk[1]DN Marduk[1]DN rēmēnû[merciful-one]N Marduk[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Dilmun[1]GN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Elam[1]GN Nabu[1]DN Dilmun[1]GN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN x[NA]NA Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN SU-UH{ki}[NA]NA Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN qarrādu[warlike]N Bel-ṣarbat[1]DN LugalGudua[1]DN Lugalerra[1]DN Meslamtaea[1]DN Lugalerra[1]DN Amurru[1]GN Birtu[1]DN Meslamtaea[1]DN Amurru[1]GN Lugalerra[1]DN Subartu[1]GN Meslamtaea[1]DN Subartu[1]GN
P365792,Ea[1]DN x[NA]NA Elam[1]GN Marduk[1]DN Marduk[1]DN Marduk[1]DN Marduk[1]DN Marduk[1]DN Marduk[1]DN rēmēnû[merciful-one]N Marduk[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Dilmun[1]GN Zarpanitu[1]DN Dilmun[1]GN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Zarpanitu[1]DN Elam[1]GN Nabu[1]DN Dilmun[1]GN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN Nabu[1]DN {d}x-x-x[NA]NA x[NA]NA Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN SU-UH{ki}[NA]NA Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Qarradu[1]DN Bel-ṣarbat[1]DN LugalGudua[1]DN Lugalerra[1]DN Meslamtaea[1]DN Šarrabu[1]DN Lugalerra[1]DN Amurru[1]GN x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x-x-nu[NA]NA x[NA]NA x-x-GAL[NA]NA
P365793,Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN Nergal[1]DN ina[in]PRP su-hi[NA]NA Ugur[1]DN bēlu[lord]N ṣarbu[poplar]N Ugur[1]DN Ugur[1]DN Ugur[1]DN Lugalerra[1]DN {d}x[NA]NA Šarrabu[1]DN Lugalerra[1]DN {d}x[NA]NA ina[in]PRP x[NA]NA Birtu[1]DN Meslamtaea[1]DN Ugur[1]DN ina[in]PRP x[NA]NA Lugalerra[1]DN Ugur[1]DN ina[in]PRP x[NA]NA Meslamtaea[1]DN Ugur[1]DN ina[in]PRP x[NA]NA Lugalerra[1]DN x[NA]NA {d}x-x[NA]NA {d}x[NA]NA x[NA]NA {d}x[NA]NA x[NA]NA {d}x[NA]NA x[NA]NA {d}x[NA]NA x[NA]NA {d}x[NA]NA x[NA]NA {d}x[NA]NA x[NA]NA {d}x[NA]NA x[NA]NA {d}x[NA]NA x[NA]NA {d}x[NA]NA x[NA]NA {d}x[NA]NA x[NA]NA {d}x[NA]NA ina[in]PRP x[NA]NA
P365795,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P365796,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P365798,Šakin-arhi[1]DN x[NA]NA Mukin-arhi[1]DN x[NA]NA Ella-me[1]DN x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P365799,x[NA]NA 9(DIŠ)[NA]NA Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN Ea[1]DN x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P365804,Ea[1]DN ša[of]DET EN[NA]NA x[NA]NA Ea[1]DN ša[of]DET šamû[sky]N u[and]CNJ x[NA]NA Ea[1]DN ša[of]DET na-x[NA]NA Ea[1]DN ša[of]DET nabnītu[creation]N Ea[1]DN ša[of]DET kalāma[all-(of-it)]N Ea[1]DN ša[of]DET nēmequ[wisdom]N Ea[1]DN ša[of]DET pahāru[potter]N Ea[1]DN ša[of]DET nappāhu[smith]N Ea[1]DN ša[of]DET itinnu[builder]N ša[of]DET nāru[musician]N ša[of]DET kalû[lamentation-priest]N Ea[1]DN ša[of]DET malāhu[sailor]N Ea[1]DN ša[of]DET {lu₂}AD-x-x[NA]NA Ea[1]DN ša[of]DET zadimmu[lapidary]N Ea[1]DN ša[of]DET kutīmu[goldsmith]N Ea[1]DN ša[of]DET x-x[NA]NA Ea[1]DN ša[of]DET x[NA]NA Ea[1]DN ša[of]DET x[NA]NA Ea[1]DN ša[of]DET x-x[NA]NA Ea[1]DN ša[of]DET x-x-x[NA]NA Ea[1]DN ša[of]DET asû[physician]N Ea[1]DN ša[of]DET wāšipu[sorcerer]N Ea[1]DN ša[of]DET parkullu[seal-cutter]N
P365805,Belet-Babili[1]DN x[NA]NA x[NA]NA x[NA]NA x[NA]NA Belet-Babili[1]DN x-li-x[NA]NA {d}x[NA]NA x[NA]NA x[NA]NA bēltu[lady]N tēliltu[purification]N bēltu[lady]N āliktu[going]N šulû[street]N x-x[NA]NA bēlu[lord]N nabnītu[creation]N bunnannu[physiognomy]N bēlu[lord]N mimma[anything]XP x[NA]NA bēlu[lord]N erṣetu[earth]N bēlu[lord]N lā[not]MOD ta-x[NA]NA rēʾû[shepherd]N a-RIN-ne-e[NA]NA MI[NA]NA mu-ša₂-bu[NA]NA E₂-x[NA]NA māliktu[adviser]N šarru[king]N u[and]CNJ x[NA]NA Sin[1]DN māru[son]N RU-x[NA]NA Nannaya[1]DN DUMU.MUNUS[NA]NA x[NA]NA ša[of]DET mazzāzu[position]N šaqû[high]AJ bēltu[lady]N teknû[loving-care]N x[NA]NA Birtu[1]DN emūqu[strength]N ṣi-ra-x[NA]NA x[NA]NA kī[like]PRP pû[mouth]N lēʾu[board]N gabarû[copy]N Babilu[1]SN šaṭru[written]AJ x-x[NA]NA ēkallu[palace]N Aššur-ban-apli[1]RN šarru[king]N kiššatu[totality]N šarru[king]N Aššur[1]GN
P368616,x[NA]NA x-x[NA]NA x-x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA Dumuzi[1]DN x[NA]NA Dumuzi[1]DN šamû[sky]N Dumuzi[1]DN Dumuzi[1]DN Dumuzi[1]DN Dumuzi[1]DN Dumuzi[1]DN {d}DUMU.ZI[NA]NA Dumuzi[1]DN Dumuzi[1]DN Dumuzi[1]DN Dumuzi[1]DN Dumuzi[1]DN Dumuzi[1]DN Dumuzi[1]DN Dumuzi[1]DN Dumuzi[1]DN
P368620,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P368621,x[NA]NA x[NA]NA x[NA]NA Ibnasasa[1]DN x[NA]NA x[NA]NA Nahunte[1]DN Igištum[1]DN Elam[1]GN ahātu[sister]N mummidu[(meaning-unknown)]N An[1]DN Enlil[1]DN Ea[1]DN Sin[1]DN Šamaš[1]DN Adad[1]DN Ninurta[1]DN Diŋirmah[1]DN Ninŋešzida[1]DN x-x-x[NA]NA
P368622,Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN Šamaš[1]DN x[NA]NA
P368623,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x-MEŠ[NA]NA
P368626,x[NA]NA La-gamal[1]DN x[NA]NA Ipte-bit[1]DN x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA Ši-šarrat[1]DN x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA {d}BA.U₂-KE₄[NA]NA x[NA]NA Bau[1]DN x[NA]NA Bau[1]DN māru[son]N x[NA]NA Eninnu[1]TN x[NA]NA Eninnu[1]TN x[NA]NA Eninnu[1]TN x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P368627,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA Diŋirmah[1]DN Ištar[1]DN NIN[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA An[1]DN ina[in]PRP gerru[way]N x[NA]NA šuklulu[perfect-one]N melemmu[fearsome-radiance]N bēltu[lady]N ilu[god]N Ištar[1]DN bēltu[lady]N ilu[god]N Ištar[1]DN bēltu[lady]N ilu[god]N Ištar[1]DN bēltu[lady]N ilu[god]N Ištar[1]DN bēltu[lady]N ilu[god]N Ištar[1]DN ummu[mother]N pētû[opener]N birku[knee]N bēltu[lady]N ilu[god]N Ištar[1]DN muttaddinu[salesman]N wardatu[girl]N mudammiqu[(a-craftsman)]N wardatu[girl]N šumu[name]N ellu[pure]AJ bēltu[lady]N ilu[god]N Ištar[1]DN bēltu[lady]N ilu[god]N Ištar[1]DN ša[that]REL hīpu[break(age)]N Ištar[1]DN ša[of]DET tēbibtu[purification]N x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA Ištar[1]DN x[NA]NA x[NA]NA x[NA]NA Išhara[1]DN x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA bēltu[lady]N x-x[NA]NA u[and]CNJ bēltu[lady]N x[NA]NA {d}x[NA]NA x-x[NA]NA {d}x[NA]NA x[NA]NA {d}x[NA]NA {d}x[NA]NA {d}x[NA]NA {d}x[NA]NA {d}x[NA]NA Manziat[1]DN {d}x[NA]NA Manziat[1]DN {d}x[NA]NA Manziat[1]DN {d}x[NA]NA Manziat[1]DN {d}x[NA]NA Manziat[1]DN {d}x[NA]NA šarratu[queen]N šamû[sky]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N x[NA]NA Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Ištar[1]DN kakkabu[star]N Kabta[1]DN Ištar[1]DN kakkabu[star]N Kabta[1]DN Ištar[1]DN kakkabu[star]N Kabta[1]DN Kabta[1]DN Ištar[1]DN kakkabu[star]N līliātu[evening]N šimītān[(in-the)-evening]N x[NA]NA ME[NA]NA 1(U)-9(DIŠ)[NA]NA šumu[name]N bēltu[lady]N mātu[land]N ša[of]DET ellilūtu[power-of-Enlil]N Ninlil[1]DN ša[of]DET mātu[land]N hīrtu[(equal-ranking)-wife]N {d}x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA kī[like]PRP pû[mouth]N x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P368628,x[NA]NA bēltu[lady]N mātu[land]N x[NA]NA bēltu[lady]N mātu[land]N x[NA]NA bēltu[lady]N mātu[land]N x[NA]NA bēltu[lady]N mātu[land]N x[NA]NA bēltu[lady]N mātu[land]N x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P368629,{d}x[NA]NA Sin[1]DN ina[in]PRP x[NA]NA Sin[1]DN Sin[1]DN Sin[1]DN
P368630,Marduk[1]DN Marduk[1]DN Marduk[1]DN Marduk[1]DN NINNU[NA]NA {d}x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P368631,ilu[god]N lemnu[evil]AJ ilu[god]N lemnu[evil]AJ ilu[god]N lemnu[evil]AJ {d}x[NA]NA x[NA]NA x[NA]NA umbisaggu[the-sign-UMBISAG]N x[NA]NA x[NA]NA x[NA]NA
P368633,x[NA]NA sinništu[woman]N x-NI[NA]NA x-NI[NA]NA x[NA]NA Šamaš[1]DN x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA sinništu[woman]N x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P368634,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P368635,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P368637,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P368640,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
P368641,{d}NIN-x[NA]NA {d}NIN-x[NA]NA Belet-ili[1]DN x[NA]NA Diŋirmah[1]DN Ištar[1]DN x[NA]NA Belet-ili[1]DN {d}x[NA]NA Diŋirmah[1]DN Ištar[1]DN bēltu[lady]N x-x[NA]NA x[NA]NA
P368642,x[NA]NA x[NA]NA x[NA]NA Id₂.ŠU[1]DN Id₂.ME.ŠU[1]DN Nanše[1]DN Nanna[1]DN x[NA]NA x[NA]NA Sin[1]DN Ninimma[1]DN Ninganam[1]DN Ningirim[1]DN x[NA]NA Halmu[1]DN
P368647,{d}x[NA]NA {d}x[NA]NA x[NA]NA {d}x[NA]NA x[NA]NA {d}x[NA]NA x[NA]NA {d}x[NA]NA x[NA]NA
P368648,x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA Cutha[1]SN x[NA]NA x[NA]NA
P368650,x[NA]NA x[NA]NA x-BAD[NA]NA x-BAD[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA x[NA]NA
